algo_index,algo_time_spent,total_time_spent,val_score,test_score,best_test_score_so_far
None,0.0,0.0168523745600529,0.0,0.0,0.0
0,0.0,0.04974378977749427,0.0,0.0,0.0
15,2.35,0.11250485936265825,0.83,0.75,0.75
15,5.67,0.22750499195351995,0.83,0.75,0.75
15,11.52,0.4246559154060729,0.83,0.75,0.75
15,17.6,0.7318702933728004,0.83,0.75,0.75
15,29.57,1.0,0.83,0.75,0.75
