algo_index,algo_time_spent,total_time_spent,val_score,test_score,best_test_score_so_far
None,0.0,0.0168523745600529,0.0,0.0,0.0
0,0.0,0.04974378977749427,0.0,0.0,0.0
8,1.77,0.11250485936265825,0.85,0.79,0.79
8,3.49,0.22750499195351995,0.85,0.83,0.83
8,6.3,0.4246559154060729,0.88,0.83,0.83
8,12.56,0.7318702933728004,0.86,0.82,0.83
8,26.16,1.0,0.87,0.81,0.83
