None,0.0,24.0
0,14.19,48.0
1,12.68,72.0
1,12.68,96.0
1,12.68,120.0
1,12.68,144.0
1,12.68,168.0
1,12.68,192.0
1,12.68,216.0
1,12.68,240.0
1,12.68,264.0
1,12.68,288.0
1,12.68,312.0
1,12.68,336.0
1,12.68,360.0
1,12.68,384.0
1,12.68,408.0
1,12.68,432.0
1,12.68,456.0
1,12.68,480.0
1,12.68,505.36
1,24.97,555.3
1,49.2,591.62
1,49.2,690.02
10,33.61,757.24
10,63.77,884.78
10,123.25,1078.2
10,123.25,1200.0
