algo_index,algo_time_spent,total_time_spent,val_score,test_score,best_test_score_so_far
None,0.0,0.005429193671362949,0.0,0.0,0.0
0,0.0,0.016025555786645954,0.0,0.0,0.0
15,1.69,0.03624478368153511,0.32,0.32,0.32
15,5.66,0.07329344942554207,0.48,0.5,0.5
15,9.91,0.1368079732748507,0.52,0.53,0.53
15,19.43,0.23578075308490412,0.53,0.55,0.55
15,35.26,0.3733800876443908,0.56,0.57,0.57
15,70.33,0.544659502606094,0.57,0.57,0.57
15,142.13,0.7400322032504546,0.58,0.57,0.57
15,292.99,0.9502789826513065,0.55,0.56,0.57
15,564.82,1.0,0.54,0.57,0.57
